school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,y_ela_prof,y_math_prof
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins Camp,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,24.2,,,96.3,,495.0,4.0,0.0,99.8,0.0,0.2,5.3,9.9,86.5,0.0,,0.0,,29.4,16.7
15-016-2990-25-276C,LEARN Chtr - 7th Campus          ,City of Chicago SD 299           ,Cook       ,High School,1 - 5,2017,28.1,,,96.0,,361.0,13.2,0.3,94.5,1.7,4.7,10.0,8.9,91.1,0.3,,0.0,,18.8,19.9
15-016-2990-25-277C,CICS - Basil Campus              ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,48.1,,,93.2,,746.0,17.5,0.1,84.9,7.6,13.7,11.3,7.9,94.5,0.3,,0.0,,30.5,27.2
15-016-2990-25-278C,CICS - Wrightwood                ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,40.7,,,94.4,,781.0,7.2,0.0,95.1,1.9,2.7,1.0,8.2,89.2,0.5,,0.0,,17.1,11.1
15-016-2990-25-280C,CICS - Bond Campus               ,City of Chicago SD 299           ,Cook       ,High School,1 - 6,2017,57.8,,,92.3,,341.0,6.2,0.0,100.0,0.3,0.0,0.6,12.0,98.5,0.0,,0.0,,11.1,7.1
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue    ,City of Chicago SD 299           ,Cook       ,High School,1 - 5,2017,18.8,,,96.7,,544.0,7.9,0.0,98.3,0.2,1.1,2.6,3.3,86.2,0.0,,0.0,,19.9,19.8
15-016-2990-25-282C,KIPP Chicago Chrtrs - Ascend Acad,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,36.3,,,94.8,,878.0,9.1,0.0,95.1,0.9,4.0,10.3,12.0,97.4,0.7,,0.0,,15.5,14.4
15-016-2990-25-283C,LEARN Chtr - Butler              ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,27.1,,,96.1,,643.0,6.4,0.0,98.6,0.6,1.2,8.6,8.4,90.7,0.2,,0.0,,29.0,15.1
15-016-2990-25-284C,Acero Chtr Network - Jovita Idar ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,4.9,,,96.5,,576.0,1.7,0.0,0.0,42.4,99.5,0.0,5.2,96.0,0.2,,0.0,,34.6,33.6
15-016-2990-25-285C,Acero Chtr Network - PFC Torress ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,7.3,,,96.1,,611.0,3.0,0.0,0.7,42.2,98.5,0.0,6.4,90.8,0.5,,0.0,,30.2,30.2
15-016-9000-25-201C,Horizon Science Acad-McKinley Pk ,Horizon Science Acad-McKinley Pk ,Cook       ,High School,1 - 11,2017,32.0,,,94.3,0.0,725.0,4.1,1.2,4.6,24.7,82.6,0.0,9.8,84.3,6.5,,64.8,79.8,31.0,27.9
15-016-9010-25-201C,Horizon Science Acad-Belmont     ,Horizon Science Acad-Belmont     ,Cook       ,High School,1 - 8,2017,16.4,,,95.0,,495.0,6.6,0.2,68.9,13.1,26.5,0.6,11.5,81.8,0.6,,80.9,59.7,28.1,17.3
15-016-9020-25-201C,Amandla Charter School           ,Amandla Charter School           ,Cook       ,High School,6 - 12,2017,65.9,82.5,,75.0,1.7,277.0,30.2,0.0,97.1,0.4,2.2,10.5,24.5,23.5,0.4,,82.9,,2.9,2.8
15-016-9030-25-201C,Bronzeville Lighthouse Chtr Sch  ,Chicago Lighthouse Chtr Sch      ,Cook       ,High School,1 - 8,2017,1.9,,,92.6,,176.0,10.1,0.0,99.4,0.0,0.0,1.1,19.9,92.6,0.6,,33.3,,6.5,5.6
15-016-9040-25-201C,Betty Shabazz Internl Charter Sch,Betty Shabazz  Internl Chrtr Sch ,Cook       ,High School,1 - 8,2017,39.4,,,92.1,,301.0,18.8,0.0,99.3,0.0,0.3,1.7,9.6,64.5,0.0,,55.6,,23.8,11.4
15-016-9040-25-202C,Barbara A Sizemore Campus        ,Betty Shabazz  Internl Chrtr Sch ,Cook       ,High School,1 - 8,2017,45.3,,,91.4,,260.0,15.5,0.0,99.6,1.2,0.4,3.5,8.8,60.8,0.0,,31.6,,14.6,13.5
