school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,x_ap_coursework,y_ela_prof,y_math_prof
15-016-2990-25-254C,CICS - Irving Park Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,40.6,,89.4,,533,5.3,4.3,6.2,34.9,74.7,2.8,12.2,68.7,11.4,1.4,,39.1,0.0,32.5,18.1
15-016-2990-25-255C,CICS - Loomis Primary Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 2,2023,44.3,,89.9,,354,11.1,,96.3,,,,5.1,91.8,,0.0,,36.7,0.0,,
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwood,City of Chicago SD 299,Cook,CHARTER SCH,PK - 5,2023,36.5,,90.8,,299,3.3,,95.0,,,3.3,7.0,70.2,,0.0,,90.0,0.0,20.7,18.0
15-016-2990-25-259C,Acero Chtr Sch Network - Octavio Paz Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,22.9,,93.1,,173,5.7,,,67.6,93.1,,18.5,97.1,,5.9,,76.2,0.0,9.0,2.5
15-016-2990-25-260C,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,21.9,,93.4,,270,5.1,,,65.9,98.5,,15.2,90.7,,0.0,,98.1,0.0,35.6,17.8
15-016-2990-25-261C,Acero Chtr Sch Network - Carlos Fuentes  Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,31.3,,91.8,,401,5.1,,,52.4,98.0,,14.7,89.0,,0.4,,79.1,0.0,16.4,11.7
15-016-2990-25-262C,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,34.8,,90.9,,244,6.4,,,59.8,98.4,,19.3,88.9,,0.0,,81.6,0.0,17.0,5.7
15-016-2990-25-263C,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,27.7,,92.1,,523,5.9,,,63.7,98.9,,12.0,93.9,,0.0,,79.0,0.0,14.1,12.4
15-016-2990-25-264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,29.8,,91.7,,551,3.6,,,55.5,97.3,,10.0,85.5,1.8,0.2,,86.9,0.0,15.3,10.5
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra Cisneros Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,24.2,,92.7,,415,9.5,,,60.0,98.6,,14.9,87.5,,0.6,,82.0,0.0,14.1,5.3
15-016-2990-25-267C,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,11.8,,95.1,,219,9.5,,5.0,49.8,92.2,,17.8,84.5,,0.0,,75.5,0.0,20.3,15.1
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,27.6,,92.2,,456,2.2,,6.8,47.6,92.8,,16.7,83.8,,0.0,,90.4,0.0,9.0,5.9
15-016-2990-25-270C,Acero Chtr Sch Network - Brighton Park Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,30.4,,91.0,,534,4.0,,,58.4,99.1,,12.0,90.3,,0.5,,77.8,0.0,18.2,7.2
15-016-2990-25-272C,LEARN Charter Excel Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,46.7,,88.8,,374,4.8,,94.1,,2.9,6.4,7.2,90.4,,0.4,,2.3,0.0,33.0,18.2
15-016-2990-25-273C,LEARN Chtr-Campbell Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,40.3,,89.3,,366,8.2,,97.3,,,4.1,10.1,96.4,,0.0,,14.7,0.0,25.4,16.9
15-016-2990-25-274C,LEARN Chtr - South Chicago Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,40.0,,89.9,,419,10.2,,89.7,7.4,9.5,5.5,8.4,88.8,,2.0,,0.0,0.0,19.3,13.1
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,49.6,,88.4,,471,6.4,,98.1,,,2.8,9.3,73.0,,1.0,,1.9,0.0,38.3,12.3
15-016-2990-25-276C,LEARN Chtr - 7th Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,19.5,,93.4,,170,7.6,,95.3,,,5.9,12.9,91.2,,0.0,,0.0,0.0,16.3,5.8
15-016-2990-25-277C,CICS - Basil Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,40.0,,89.5,,480,19.5,,74.6,12.5,21.7,10.6,14.2,95.6,,0.7,,,0.0,27.0,12.3
15-016-2990-25-278C,CICS - Wrightwood,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,30.1,,91.7,,638,6.2,,90.4,,3.0,3.4,9.6,87.6,,0.0,,88.9,0.0,7.8,3.1
15-016-2990-25-280C,CICS - Bond Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 6,2023,50.8,,86.5,,253,12.9,,93.3,,,,10.3,95.7,,0.0,,30.6,0.0,8.4,5.0
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue,City of Chicago SD 299,Cook,CHARTER SCH,PK - 5,2023,35.1,,91.0,,456,4.8,,96.7,3.1,2.4,,6.6,87.1,,4.8,,75.9,0.0,14.5,12.8
15-016-2990-25-282C,KIPP Chicago Charters - Ascend Academy,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,38.3,,89.8,,905,14.1,,93.9,1.2,5.2,11.9,11.2,94.6,,9.7,,21.1,0.0,10.0,3.9
15-016-2990-25-283C,LEARN Chtr - Butler,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,20.4,,93.5,,515,6.4,,94.4,,,3.9,6.8,94.2,,0.0,,5.0,0.0,18.4,11.6
15-016-2990-25-284C,Acero Chtr Sch Network  - Jovita Idar Elem School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,32.2,,91.5,,521,6.1,,,63.3,98.7,,11.1,81.4,,0.2,,78.9,0.0,18.3,9.6
15-016-2990-25-285C,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2023,37.8,,90.3,,530,4.8,,,60.0,98.1,,13.2,91.5,,0.0,,85.3,0.0,12.7,8.0
15-016-9000-25-201C,Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Cook,CHARTER SCH,K - 12,2023,26.1,90.0,92.6,,866,4.6,,8.0,22.9,84.6,,9.9,99.2,3.7,3.6,,85.6,90.0,37.9,21.8
15-016-9010-25-201C,Horizon Science Acad-Belmont Charter Sch,Horizon Science Acad-Belmont Charter Sch,Cook,CHARTER SCH,K - 8,2023,33.1,,91.0,,554,4.1,,44.4,19.9,50.5,,8.8,97.5,,1.5,,74.5,0.0,31.8,15.3
15-016-9020-25-201C,ACE Amandla Charter School,ACE Amandla Charter School,Cook,CHARTER SCH,9 - 12,2023,34.6,60.6,87.5,9.7,139,45.3,,57.6,14.4,39.6,12.9,25.2,94.2,,3.3,,29.4,0.0,10.3,3.4
15-016-9030-25-201C,Bronzeville Academy Charter School,Bronzeville Academy Chtr School,Cook,CHARTER SCH,K - 8,2023,35.4,,90.0,,330,19.1,,100.0,,,,9.7,95.8,,0.0,,62.0,0.0,9.4,3.3
15-016-9040-25-201C,Betty  Shabazz International Charter School,Betty Shabazz  International Charter School,Cook,CHARTER SCH,K - 8,2023,52.6,,88.0,,312,16.8,,95.8,,,3.2,5.8,90.4,,0.0,,66.7,0.0,17.6,8.3
15-016-9040-25-202C,Barbara A Sizemore Campus,Betty Shabazz  International Charter School,Cook,CHARTER SCH,K - 8,2023,43.2,,89.6,,262,18.7,,97.3,,,,,90.1,,0.0,,62.5,0.0,15.8,2.6
15-016-9050-25-001C,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Cook,HIGH SCHOOL,9 - 12,2023,58.5,93.8,84.6,2.8,628,9.1,4.3,50.3,10.8,39.5,,17.7,98.6,2.4,,,82.5,,18.1,8.5
15-016-9060-25-001C,Urban Prep Charter Acad for Young Men - Downtown Campus,Urban Prep Charter Acad for Young Men - Downtown Campus,Cook,HIGH SCHOOL,9 - 12,2023,,,100.0,,52,,,94.2,,,,28.8,,,,,56.5,,0.0,0.0
05-016-2020-17-0001,Evanston Twp High School,Evanston Twp HSD 202,Cook,High School,9 - 12,2024,20.9,93.2,92.6,2.2,3483,11.2,4.5,23.9,10.0,20.2,2.3,10.5,37.0,44.4,3.2,86.4,94.8,1133.0,53.2,44.2
05-016-2030-17-0001,New Trier Township H S Winnetka,New Trier Twp HSD 203,Cook,High School,10 - 12,2024,16.9,97.7,93.5,,2759,1.9,10.0,0.8,1.6,8.3,,16.8,3.6,75.3,2.1,80.4,93.1,947.0,76.6,70.0
05-016-2030-17-0002,New Trier Township H S Northfield,New Trier Twp HSD 203,Cook,High School,9 - 9,2024,7.3,,95.8,,941,,10.8,,2.4,6.9,,18.0,1.1,74.9,4.1,84.2,92.8,0.0,,
05-016-2070-17-0001,Maine East High School,Maine Township HSD 207,Cook,High School,9 - 12,2024,35.1,88.7,89.1,0.9,1840,10.1,29.7,5.1,29.0,25.3,1.1,13.5,35.5,37.1,7.8,70.1,94.0,736.0,34.4,23.8
05-016-2070-17-0003,Maine South High School,Maine Township HSD 207,Cook,High School,9 - 12,2024,23.6,95.8,92.3,0.9,2451,2.0,4.7,0.8,4.8,11.5,,9.4,5.1,79.8,2.9,72.0,92.5,1150.0,56.6,45.3
05-016-2070-17-0004,Maine West High School,Maine Township HSD 207,Cook,High School,9 - 12,2024,34.3,84.0,89.2,1.9,1820,10.3,10.3,2.5,18.4,45.9,2.1,11.5,27.2,37.6,6.3,75.2,94.4,704.0,29.8,23.0
05-016-2110-17-0001,J B Conant High School,Township HSD 211,Cook,High School,9 - 12,2024,15.3,95.6,93.9,1.1,2525,4.6,29.3,3.7,12.3,18.6,1.0,5.9,33.9,44.3,3.5,85.6,96.0,971.0,47.5,53.3
05-016-2110-17-0002,Wm Fremd High School,Township HSD 211,Cook,High School,9 - 12,2024,11.3,95.8,94.9,0.4,2568,5.6,32.3,4.1,9.0,13.9,0.7,7.3,22.3,45.4,2.0,82.4,97.1,1267.0,60.2,61.1
05-016-2110-17-0003,Palatine High School,Township HSD 211,Cook,High School,9 - 12,2024,28.9,89.0,90.0,2.9,2525,11.3,7.0,5.5,26.0,50.6,4.6,11.8,61.5,33.5,8.3,86.1,96.1,840.0,29.4,27.5
05-016-2110-17-0004,Schaumburg High School,Township HSD 211,Cook,High School,9 - 12,2024,16.7,93.4,93.3,1.0,2280,7.6,18.3,4.3,9.3,27.2,1.5,6.9,38.9,45.0,4.9,78.6,98.3,800.0,44.5,49.5
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,High School,9 - 12,2024,20.0,92.7,92.8,1.4,2055,10.5,19.6,10.8,17.1,36.7,1.5,9.7,52.2,27.9,5.0,83.5,97.4,659.0,36.8,31.3
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,High School,9 - 12,2024,32.6,91.1,89.4,1.8,1843,13.7,8.5,2.3,25.4,48.9,1.4,8.4,39.6,37.2,4.9,76.2,94.3,670.0,28.0,22.6
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,High School,9 - 12,2024,16.8,96.4,93.6,,2038,9.9,11.5,1.5,7.2,15.1,0.7,10.7,13.7,67.9,1.5,82.9,93.7,945.0,60.0,55.9
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,High School,9 - 12,2024,13.8,95.9,94.2,0.7,2155,8.0,7.6,1.9,5.4,13.5,1.1,9.8,11.3,72.1,1.7,84.4,91.4,1137.0,58.0,52.1
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,High School,9 - 12,2024,36.6,86.1,87.4,1.1,1623,16.0,7.0,2.7,33.0,63.8,5.2,12.0,46.2,24.5,0.3,81.9,94.1,458.0,28.0,26.2
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,High School,9 - 12,2024,35.5,88.6,88.0,1.3,1901,15.4,7.4,3.7,20.7,39.3,1.3,9.7,27.9,46.3,2.6,81.1,93.2,754.0,42.0,35.4
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,High School,9 - 12,2024,29.4,91.9,90.2,1.5,1917,9.3,11.0,1.7,20.6,31.6,1.8,8.8,24.3,52.3,1.5,77.9,94.4,917.0,38.3,39.2
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,High School,9 - 12,2024,27.3,91.5,91.6,2.2,1929,7.5,33.7,9.4,14.3,17.6,1.7,10.3,35.5,34.7,0.0,43.8,92.2,767.0,44.8,41.6
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,High School,9 - 12,2024,26.5,93.1,91.7,2.0,2517,5.5,32.6,6.6,14.9,17.2,2.0,8.9,32.5,38.5,0.1,45.6,91.3,881.0,41.5,35.3
05-016-2250-17-0001,Glenbrook North High School,Glenbrook HSD 225,Cook,High School,9 - 12,2024,12.0,96.6,94.4,,2033,9.0,21.9,0.8,3.2,5.1,,13.2,4.4,66.5,1.0,74.5,95.2,600.0,66.0,69.7
05-016-2250-17-0002,Glenbrook South High School,Glenbrook HSD 225,Cook,High School,9 - 12,2024,19.4,93.4,92.6,0.9,2957,7.9,22.2,1.8,11.5,15.8,0.8,10.3,19.2,55.3,3.1,73.0,94.9,1023.0,58.7,54.3
06-016-2000-13-0001,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Cook,High School,9 - 12,2024,20.3,95.4,92.6,1.2,3226,5.6,3.3,19.0,2.2,15.4,0.5,15.7,19.9,51.8,5.7,61.5,94.3,1114.0,63.6,54.7
06-016-2010-17-0001,J Sterling Morton East High Sch,J S Morton HSD 201,Cook,High School,10 - 12,2024,34.2,79.5,90.1,7.0,3411,21.1,,1.8,43.1,93.9,3.6,9.3,87.5,2.7,1.2,50.7,88.8,889.0,12.0,6.9
06-016-2010-17-0002,J Sterling Morton West High Sch,J S Morton HSD 201,Cook,High School,9 - 12,2024,30.2,82.8,90.9,4.1,3410,17.0,1.0,5.8,25.2,87.0,1.2,16.5,78.8,5.3,19.3,57.5,89.3,867.0,16.7,8.7
06-016-2010-17-0003,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,High School,9 - 9,2024,30.6,,91.1,1.8,1032,12.7,,1.9,45.9,97.2,1.8,10.4,93.8,,1.1,41.0,86.9,204.0,,
06-016-2040-17-0001,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,High School,9 - 12,2024,22.7,95.2,92.3,0.6,3713,6.6,2.5,3.1,6.0,26.2,,11.9,11.6,64.8,4.5,72.8,95.8,1293.0,52.1,52.7
06-016-2080-17-0001,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,High School,9 - 12,2024,19.9,94.9,93.0,0.8,1637,7.4,1.7,5.4,6.0,43.2,1.3,13.2,13.7,45.4,2.5,79.1,96.7,590.0,41.0,39.1
06-016-2090-17-0001,Proviso East High School,Proviso Twp HSD 209,Cook,High School,9 - 12,2024,57.6,84.6,83.9,5.4,1525,22.7,,36.7,31.0,59.4,1.7,13.4,21.2,1.9,4.5,42.7,83.0,191.0,10.7,4.3
06-016-2090-17-0002,Proviso West High School,Proviso Twp HSD 209,Cook,High School,9 - 12,2024,75.7,83.8,72.7,3.3,1686,19.7,,39.0,28.5,56.8,1.2,14.5,12.8,2.2,1.7,37.9,81.8,385.0,6.6,2.9
06-016-2090-17-0003,Proviso Math and Science Academy,Proviso Twp HSD 209,Cook,High School,9 - 12,2024,24.5,97.9,92.3,,914,2.0,3.0,20.7,10.6,69.9,,2.0,20.0,5.3,0.1,32.5,83.2,496.0,40.7,35.7
06-016-2120-16-0001,East Leyden High School,Leyden CHSD 212,Cook,High School,9 - 12,2024,34.3,85.3,88.7,2.4,1826,20.0,2.6,1.3,25.5,59.4,2.0,8.8,37.4,35.2,18.4,71.9,93.7,453.0,24.5,25.9
06-016-2120-16-0002,West Leyden High School,Leyden CHSD 212,Cook,High School,9 - 12,2024,32.2,84.3,89.4,3.2,1696,17.7,2.0,1.7,24.9,83.9,0.7,16.6,41.6,11.5,13.1,55.1,91.4,404.0,18.4,14.1
06-016-2340-16-0001,Ridgewood Comm High School,Ridgewood CHSD 234,Cook,High School,9 - 12,2024,29.3,87.2,91.3,1.5,919,12.3,9.4,,21.9,28.3,2.2,10.7,24.9,60.6,5.9,70.5,95.5,181.0,27.8,24.5
06-016-4010-26-0001,Elmwood Park High School,Elmwood Park CUSD 401,Cook,High School,9 - 12,2024,36.7,87.8,89.5,2.0,991,11.0,1.9,2.6,22.2,59.3,,12.2,41.9,34.7,0.0,64.5,80.6,175.0,25.9,19.9
07-016-2050-17-0001,Thornton Township High School,Thornton Twp HSD 205,Cook,High School,9 - 12,2024,49.7,80.5,87.2,4.2,1485,19.2,1.2,64.7,20.9,29.5,5.3,6.2,92.3,3.1,6.0,74.5,90.0,88.0,9.6,7.8
07-016-2050-17-0002,Thornridge High School,Thornton Twp HSD 205,Cook,High School,9 - 12,2024,46.8,80.2,88.1,5.3,789,24.4,,90.1,6.1,7.5,18.5,15.0,79.7,,0.2,75.0,87.9,59.0,8.7,
07-016-2050-17-0003,Thornwood High School,Thornton Twp HSD 205,Cook,High School,9 - 12,2024,49.0,85.0,87.6,4.2,1776,19.1,,81.4,9.3,14.6,3.2,17.3,71.7,1.5,0.1,85.5,92.2,157.0,10.8,4.3
07-016-2060-17-0001,Bloom High School,Bloom Twp HSD 206,Cook,High School,9 - 12,2024,48.4,88.6,86.2,2.9,1767,19.4,,38.9,25.4,56.4,,12.8,84.2,2.8,0.0,50.3,92.5,252.0,9.9,6.4
07-016-2060-17-0002,Bloom Trail High School,Bloom Twp HSD 206,Cook,High School,9 - 12,2024,48.1,85.2,86.4,4.6,1270,22.1,,57.6,10.5,28.2,0.9,19.3,82.4,10.6,0.0,56.7,83.5,162.0,7.1,3.4
07-016-2100-17-0001,Lemont Twp High School,Lemont Twp HSD 210,Cook,High School,9 - 12,2024,21.2,96.1,92.8,,1301,2.5,4.2,1.1,4.6,12.5,,9.9,17.4,78.9,0.0,76.0,94.0,552.0,48.3,52.4
07-016-2150-17-0001,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Cook,High School,9 - 12,2024,21.8,86.3,92.8,3.8,1237,14.4,,62.2,17.2,35.7,1.8,13.4,66.5,0.9,37.4,54.9,92.1,201.0,10.1,6.4
07-016-2150-17-0002,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Cook,High School,9 - 12,2024,19.1,94.7,93.6,2.9,1740,10.6,,66.5,9.1,24.7,2.8,12.9,50.0,6.7,12.6,61.8,96.3,177.0,17.2,9.9
07-016-2170-16-0001,Argo Community High School,Argo CHSD 217,Cook,High School,9 - 12,2024,24.8,85.3,92.3,3.1,1771,9.3,2.6,9.5,23.5,54.6,,13.6,67.8,32.4,0.0,55.2,96.0,724.0,16.8,16.4
07-016-2180-16-0001,DD Eisenhower High Sch (Campus),CHSD 218,Cook,High School,9 - 12,2024,40.9,74.7,88.5,3.6,1806,12.5,0.7,28.7,22.6,61.1,3.1,21.5,82.6,7.3,14.1,64.4,93.6,366.0,13.5,9.1
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,High School,9 - 12,2024,29.5,81.7,91.1,3.2,1601,8.6,1.9,21.6,18.2,31.0,1.0,13.7,64.2,43.3,4.3,61.4,91.4,443.0,22.2,21.0
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,High School,9 - 12,2024,32.8,83.1,90.5,3.0,1843,7.3,1.4,23.2,11.0,31.1,0.7,14.9,60.6,41.5,12.8,66.7,94.9,505.0,23.0,19.5
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,High School,9 - 12,2024,22.7,86.3,92.4,2.1,1893,6.3,2.2,1.5,26.2,67.4,1.3,12.1,66.8,26.4,0.6,59.8,95.0,163.0,20.9,16.2
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,High School,9 - 12,2024,48.2,84.5,86.4,4.8,2261,14.2,,83.9,7.9,11.5,1.4,17.6,59.5,1.3,0.6,44.7,90.7,700.0,10.1,3.7
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,High School,9 - 12,2024,32.8,89.4,90.4,1.7,1422,9.7,1.1,21.4,24.8,65.4,2.0,12.7,38.5,10.1,0.0,81.4,95.4,277.0,15.0,11.8
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,High School,9 - 12,2024,20.8,92.2,93.2,1.4,996,7.5,3.1,23.7,6.5,26.8,,11.1,23.8,42.4,0.0,71.3,93.9,279.0,23.8,21.8
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,High School,9 - 12,2024,46.9,82.8,87.4,4.6,1089,18.5,,89.3,2.0,7.3,7.2,13.2,54.2,,0.0,88.3,90.1,130.0,6.9,4.8
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,High School,9 - 12,2024,19.7,91.3,93.3,1.8,1347,5.5,5.5,9.9,12.0,30.9,1.9,14.8,27.5,49.7,0.0,77.6,91.5,365.0,29.5,26.3
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,High School,9 - 12,2024,22.8,91.9,92.6,1.0,1792,5.5,1.6,6.8,19.0,41.4,1.1,12.7,61.3,48.4,19.2,61.1,94.9,321.0,23.0,19.9
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,High School,9 - 12,2024,18.6,94.9,93.2,0.6,2847,3.3,6.4,6.8,8.9,14.1,0.7,11.9,21.6,70.6,5.4,84.8,96.8,1359.0,40.4,33.4
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,High School,9 - 12,2024,25.3,93.1,91.8,1.6,2526,6.3,3.8,3.8,14.1,17.8,1.1,11.4,35.9,72.9,10.7,75.4,95.3,844.0,31.4,28.6
07-016-2300-13-0003,Victor J Andrew High School,Cons HSD 230,Cook,High School,9 - 12,2024,14.9,96.1,94.3,0.8,2207,4.1,4.3,5.8,6.4,15.1,0.6,12.6,23.4,72.2,5.5,72.9,91.8,777.0,35.6,30.8
07-016-2310-16-0001,Evergreen Park High School,Evergreen Park CHSD 231,Cook,High School,9 - 12,2024,19.0,92.8,93.1,,889,4.4,,32.1,7.1,31.3,,11.5,30.5,33.3,19.4,83.3,94.4,209.0,29.9,25.2
07-016-2330-16-0001,Homewood-Flossmoor High School,Homewood Flossmoor CHSD 233,Cook,High School,9 - 12,2024,34.4,95.3,89.2,1.5,2751,4.7,0.5,73.6,2.0,9.7,1.5,13.0,13.7,12.3,10.8,58.8,89.8,329.0,26.1,17.8
07-016-9010-25-001C,Southland College Prep Charter High School,Southland College Prep Charter High School,Cook,High School,9 - 12,2024,9.1,97.8,94.1,,578,5.3,,88.8,,4.7,1.9,11.8,60.2,,0.0,39.5,86.0,118.0,32.2,18.8
15-016-2990-25-0001,Amundsen High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,49.7,86.8,85.4,2.3,1500,7.5,6.6,7.1,14.0,39.4,,15.5,38.9,41.7,3.2,60.0,92.3,10.0,38.6,38.7
15-016-2990-25-0003,Bogan High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,65.6,69.0,81.7,7.5,575,19.1,,52.9,22.6,44.7,2.3,25.4,81.9,,7.8,50.0,93.2,0.0,6.0,
15-016-2990-25-0006,Carver Military Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,57.9,81.9,84.8,3.8,407,6.7,,40.5,19.9,57.5,5.9,13.5,76.2,,10.1,31.1,78.8,67.0,,
15-016-2990-25-0011,Farragut Career Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,84.6,59.8,65.0,6.9,490,24.0,,10.0,42.0,88.8,7.6,25.1,95.3,,0.0,42.2,87.3,43.0,,
15-016-2990-25-0012,Fenger Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,77.7,58.5,73.7,7.6,203,32.8,,96.6,,,25.6,22.7,85.7,,6.5,68.9,52.2,0.0,,
15-016-2990-25-0013,Foreman High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,68.9,52.7,73.9,7.2,615,23.4,,14.8,51.9,80.2,6.2,18.9,89.9,4.1,0.0,38.5,82.9,3.0,,
15-016-2990-25-0014,Back of The Yards IB HS,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,44.6,90.7,86.3,3.1,1000,2.7,1.3,1.5,37.5,95.9,,9.0,93.3,1.0,0.0,64.1,81.1,124.0,16.9,16.9
15-016-2990-25-0015,Gage Park High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,82.2,62.8,73.4,7.9,346,30.8,,28.3,50.9,70.2,25.1,17.6,94.5,,3.0,60.6,83.3,34.0,,
15-016-2990-25-0016,Harlan Community Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,80.4,64.1,72.7,11.0,206,32.6,,94.2,5.3,5.3,11.7,18.4,93.2,,0.3,30.0,73.3,0.0,,
15-016-2990-25-0019,Hirsch Metropolitan High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,81.0,47.8,70.0,8.6,105,50.0,,92.4,,,16.2,23.8,81.9,,16.7,47.4,83.3,7.0,,
15-016-2990-25-0020,Hubbard High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,77.9,78.3,77.4,4.6,1666,11.4,,3.8,35.2,94.1,5.1,12.9,93.5,1.5,0.0,42.5,91.6,519.0,7.5,5.6
15-016-2990-25-0021,Hyde Park Academy High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,86.0,66.3,71.9,2.7,809,16.2,,97.8,1.6,,4.6,17.8,98.1,,0.0,54.7,84.9,18.0,,
15-016-2990-25-0022,Thomas Kelly College Preparatory,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,66.7,72.1,78.9,5.3,1685,13.8,11.3,2.8,46.1,84.3,2.8,17.3,95.0,1.3,0.8,34.6,91.6,312.0,8.6,5.0
15-016-2990-25-0023,Kelvyn Park High School,Chicago Public Schools District 299,Cook,High School,7 - 12,2024,73.6,60.2,74.9,8.4,492,27.4,,11.2,52.6,85.8,5.1,18.7,84.3,,7.9,44.4,82.7,57.0,,
15-016-2990-25-0024,Kennedy High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,60.6,73.0,81.1,5.5,1588,11.4,0.8,3.9,24.2,82.1,0.9,19.5,65.3,12.7,0.0,49.3,90.0,133.0,12.6,6.3
15-016-2990-25-0025,Kenwood Academy High School,Chicago Public Schools District 299,Cook,High School,7 - 12,2024,39.8,89.9,88.4,1.9,2294,6.4,1.2,85.0,2.6,5.8,5.1,5.1,56.5,5.4,4.5,50.8,92.2,496.0,42.8,30.7
15-016-2990-25-0026,Lake View High School,Chicago Public Schools District 299,Cook,High School,9 - 12,2024,62.9,79.3,78.8,3.6,1404,11.0,3.1,12.9,23.4,73.0,2.4,15.9,74.8,8.8,6.6,62.5,94.6,401.0,16.1,7.4
